Item	Category	Sources
Darklight Breeches of Healing	Instance	The Lost City of Amdapor
Darklight Kecks	Instance	Halatali (Hard)
Magician's Slops	Instance	The Lost City of Amdapor
Darklight Breeches of Casting	Instance	Halatali (Hard)	Brayflox's Longstop (Hard)
Shikaree's Gaskin	Instance	The Lost City of Amdapor	Brayflox's Longstop (Hard)
Hoplite Trousers	Instance	Pharos Sirius	Haukke Manor (Hard)
Pilgrim's Slops	Instance	Halatali (Hard)	Brayflox's Longstop (Hard)
Midan Trousers of Casting	Instance	Alexander - The Arm of the Son (Savage)
Augmented Hellfire Breeches of Striking	Acquire	Hellfire Armor of Striking Coffer
Midan Poleyns of Aiming	Instance	Alexander - The Arm of the Son (Savage)
Midan Breeches of Striking	Instance	Alexander - The Arm of the Son (Savage)
Yafaemi Brais of Aiming	Instance	The Weeping City of Mhach
Augmented Torrent Tights of Scouting	Acquire	Torrent Attire of Scouting Coffer
Midan Poleyns of Scouting	Instance	Alexander - The Arm of the Son (Savage)
Augmented Hailstorm Bottoms of Casting	Acquire	Hailstorm Attire of Casting Coffer
Yafaemi Trousers of Casting	Instance	The Weeping City of Mhach
Valkyrie's Brais of Maiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Yafaemi Trousers of Healing	Instance	The Weeping City of Mhach
Yafaemi Chain Hose of Fending	Instance	The Weeping City of Mhach
Yafaemi Chain Hose of Maiming	Instance	The Weeping City of Mhach
Augmented Hailstorm Bottoms of Healing	Acquire	Hailstorm Attire of Healing Coffer
Valkyrie's Brais of Fending	Instance	Xelphatol	The Great Gubal Library (Hard)
Valkyrie's Trousers of Striking	Instance	Xelphatol	The Great Gubal Library (Hard)
Augmented Slipstream Breeches of Maiming	Acquire	Slipstream Armor of Maiming Coffer
Yafaemi Gaskins of Scouting	Instance	The Weeping City of Mhach
Midan Breeches of Maiming	Instance	Alexander - The Arm of the Son (Savage)
Midan Trousers of Healing	Instance	Alexander - The Arm of the Son (Savage)
Augmented Torrent Tights of Aiming	Acquire	Torrent Attire of Aiming Coffer
Yafaemi Gaskins of Striking	Instance	The Weeping City of Mhach
Valkyrie's Trousers of Scouting	Instance	Xelphatol	The Great Gubal Library (Hard)
Doctore's Caligae	Instance	Halatali
Doctore's Sollerets	Instance	Halatali
Brigand's Leggings	Instance	The Thousand Maws of Toto-Rak
Manor Sandals	Instance	Haukke Manor
Doctore's Crakows	Instance	Halatali
Manor Shoes	Instance	Haukke Manor
Torturer's Duckbills	Instance	The Thousand Maws of Toto-Rak
Warden's Leggings	Instance	The Thousand Maws of Toto-Rak
Manor Scale Greaves	Instance	Haukke Manor
Mudstone	Drop	Basalt Golem	Gabbro Golem	Number 128	U'Ghamaro Golem	Dark Matter Golem	Crater Golem	Nunyunuwi	Chert Golem	Clay Golem	Pumice Golem	Sandstone Golem	Limestone Golem	Wrothful Golem
Halonic Priest's Earrings	Instance	The Vault
Halonic Auditor's Earrings	Instance	The Vault
Halonic Exorcist's Earrings	Instance	The Vault
Orthodox Earrings of Fending	Instance	The Aery
Woad Skywicce's Earrings	Instance	Sohm Al
Woad Skywarrior's Earrings	Instance	Sohm Al
Orthodox Earrings of Casting	Instance	The Aery
Dreadwyrm Earring of Fending	Instance	The Final Coil of Bahamut - Turn 2
Ishgardian Outrider's Earrings	Instance	The Dusk Vigil
Orthodox Earrings of Healing	Instance	The Aery
Ishgardian Knight's Earrings	Instance	The Dusk Vigil
Orthodox Earrings of Slaying	Instance	The Aery
Woad Skyraider's Earrings	Instance	Sohm Al
Ishgardian Historian's Earrings	Instance	The Dusk Vigil
Ishgardian Monastic's Earrings	Instance	The Dusk Vigil
Dreadwyrm Earring of Healing	Instance	The Final Coil of Bahamut - Turn 1
Orthodox Earrings of Aiming	Instance	The Aery
Woad Skydruid's Earrings	Instance	Sohm Al
Woad Skyhunter's Earrings	Instance	Sohm Al
Dreadwyrm Earring of Slaying	Instance	The Final Coil of Bahamut - Turn 3
Ishgardian Chaplain's Earrings	Instance	The Dusk Vigil
Dreadwyrm Earring of Casting	Instance	The Final Coil of Bahamut - Turn 3
Dreadwyrm Earring of Aiming	Instance	The Final Coil of Bahamut - Turn 1
Deception Orchestrion Roll	Instance	Kugane Castle
Far From Home Orchestrion Roll	Instance	The Drowned City of Skalla
Most Unworthy Orchestrion Roll	Instance	Bardam's Mettle
Liberty or Death Orchestrion Roll	Instance	Ala Mhigo
Earth, Wind, and Water Orchestrion Roll	Instance	The Swallow's Compass
Gates of the Moon Orchestrion Roll	Instance	Doma Castle
Down Where Daemons Dwell Orchestrion Roll	Instance	Hells' Lid
The Open Box Orchestrion Roll	Instance	Shisui of the Violet Tides
Shattered Orchestrion Roll	Instance	Syrcus Tower
Unbreakable (Duality) Orchestrion Roll	Instance	The Fractal Continuum (Hard)
Their Deadly Mission Orchestrion Roll	Instance	The Temple of the Fist
The Ancient City Orchestrion Roll	Instance	The Lost City of Amdapor (Hard)
Woad Skyhunter's Breeches	Instance	Sohm Al
Dreadwyrm Tonban of Healing	Instance	The Final Coil of Bahamut - Turn 2
Ishgardian Banneret's Trousers	Instance	The Dusk Vigil
Woad Skywicce's Breeches	Instance	Sohm Al
Dreadwyrm Slops of Scouting	Instance	The Final Coil of Bahamut - Turn 3
Dreadwyrm Slops of Striking	Instance	The Final Coil of Bahamut - Turn 4
Woad Skychaser's Breeches	Instance	Sohm Al
Ishgardian Chaplain's Breeches	Instance	The Dusk Vigil
Ishgardian Monastic's Hose	Instance	The Dusk Vigil
Dreadwyrm Sarouel of Fending	Instance	The Final Coil of Bahamut - Turn 3
Ishgardian Historian's Breeches	Instance	The Dusk Vigil
Ishgardian Bowman's Hose	Instance	The Dusk Vigil
Ishgardian Outrider's Hose	Instance	The Dusk Vigil
Woad Skydruid's Breeches	Instance	Sohm Al
Dreadwyrm Breeches of Aiming	Instance	The Final Coil of Bahamut - Turn 3
Magus's Trousers	Acquire	Magus's Attire Coffer
Dreadwyrm Tonban of Casting	Instance	The Final Coil of Bahamut - Turn 4
Dreadwyrm Breeches of Maiming	Instance	The Final Coil of Bahamut - Turn 4
Demon Breeches of Fending	Instance	The World of Darkness
Demon Skirt of Casting	Instance	The World of Darkness
Demon Breeches of Maiming	Instance	The World of Darkness
Woad Skywarrior's Breeches	Instance	Sohm Al
Demon Sarouel of Scouting	Instance	The World of Darkness
Demon Breeches of Aiming	Instance	The World of Darkness
Ishgardian Knight's Trousers	Instance	The Dusk Vigil
Demon Sarouel of Striking	Instance	The World of Darkness
Warg Shoes of Casting	Instance	The Grand Cosmos
The Forgiven's Boots of Aiming	Instance	Mt. Gulg
Warg Shoes of Aiming	Instance	The Grand Cosmos
Warg Shoes of Striking	Instance	The Grand Cosmos
Warg Greaves of Maiming	Instance	The Grand Cosmos
Warg Greaves of Fending	Instance	The Grand Cosmos
The Forgiven's Caligae of Scouting	Instance	Mt. Gulg
The Forgiven's Greaves of Maiming	Instance	Mt. Gulg
The Forgiven's Sabatons of Fending	Instance	Mt. Gulg
Warg Shoes of Healing	Instance	The Grand Cosmos
The Forgiven's Sandals of Casting	Instance	Mt. Gulg
Warg Shoes of Scouting	Instance	The Grand Cosmos
The Forgiven's Caligae of Striking	Instance	Mt. Gulg
Apologies Orchestrion Roll	Instance	Sohr Khai
Horizons Calling Orchestrion Roll	Instance	Hullbreaker Isle	Hullbreaker Isle (Hard)
Unbreakable Orchestrion Roll	Instance	The Fractal Continuum
The Warrens Orchestrion Roll	Instance	Snowcloak
Ink Long Dry Orchestrion Roll	Instance	The Great Gubal Library
Garlean Fiber	Drop	2nd Cohort Eques	2nd Cohort Hoplomachus	2nd Cohort Laquearius	2nd Cohort Secutor	2nd Cohort Signifer	Aulus Rem Vulso	Imperial Engineer	3rd Cohort Decurion	3rd Cohort Eques	3rd Cohort Hoplomachus	3rd Cohort Laquearius	3rd Cohort Secutor	3rd Cohort Signifer	7th Cohort Eques	7th Cohort Hoplomachus	7th Cohort Signifer	4th Cohort Eques	4th Cohort Hoplomachus	4th Cohort Laquearius	4th Cohort Secutor	4th Cohort Signifer	5th Cohort Eques	5th Cohort Evocatus	5th Cohort Hoplomachus	5th Cohort Laquearius	5th Cohort Secutor	5th Cohort Signifer	6th Cohort Eques	6th Cohort Hoplomachus	6th Cohort Laquearius	6th Cohort Secutor	6th Cohort Signifer
Seiryu Totem	Instance	The Wreath of Snakes (Extreme)
Bliss Totem	Instance	Emanation (Extreme)
Dreadwyrm Totem	Instance	The Unending Coil of Bahamut (Ultimate)
Ultima Totem	Instance	The Weapon's Refrain (Ultimate)
Immaculate Totem	Instance	The Crown of the Immaculate (Extreme)
Cracked Stellacluster	Instance	The Puppets' Bunker
Lunar Totem	Instance	The Minstrel's Ballad: Tsukuyomi's Pain
Mhachi Matter	Instance	Dun Scaith
Byakko Totem	Instance	The Jade Stoa (Extreme)
Colossus Totem	Instance	The Epic of Alexander (Ultimate)
Cracked Cluster	Instance	The Orbonne Monastery
Ruby Totem	Instance	Cinder Drift (Extreme)
King Totem	Instance	The Dancing Plague (Extreme)
Revel Totem	Instance	The Pool of Tribute (Extreme)
Hades Totem	Instance	The Minstrel's Ballad: Hades's Elegy
Suzaku Totem	Instance	Hells' Kier (Extreme)
High Legatus Idol	Instance	Memoria Misera (Extreme)
Shinryu Totem	Instance	The Minstrel's Ballad: Shinryu's Domain
Demon Totem	Instance	Containment Bay Z1T9 (Extreme)
Warg Sarouel of Striking	Instance	The Grand Cosmos
Warg Breeches of Fending	Instance	The Grand Cosmos
Warg Sarouel of Scouting	Instance	The Grand Cosmos
Warg Tights of Casting	Instance	The Grand Cosmos
Anamnesis Hose of Healing	Instance	Anamnesis Anyder
Warg Tights of Healing	Instance	The Grand Cosmos
Anamnesis Hose of Casting	Instance	Anamnesis Anyder
Warg Sarouel of Aiming	Instance	The Grand Cosmos
Warg Breeches of Maiming	Instance	The Grand Cosmos
Allagan Cuirass of Striking	Instance	The Binding Coil of Bahamut - Turn 5
Shirt of the Divine Light	Instance	Hullbreaker Isle	The Tam-Tara Deepcroft (Hard)
Cuirass of the Divine War	Instance	Hullbreaker Isle	The Stone Vigil (Hard)
Allagan Cuirass of Aiming	Instance	The Binding Coil of Bahamut - Turn 4
Crimson Vest	Instance	The Labyrinth of the Ancients
Allagan Tunic of Healing	Instance	The Binding Coil of Bahamut - Turn 4
Argute Gown	Acquire	Argute Attire Coffer
Cleric's Robe	Acquire	Cleric's Attire Coffer
Melee Cyclas	Acquire	Melee Attire Coffer
Onion Armor	Instance	The Labyrinth of the Ancients
Cuirass of Divine Wisdom	Instance	Hullbreaker Isle	The Stone Vigil (Hard)
Fuma Koromo	Instance	The Labyrinth of the Ancients
Sorcerer's Coat	Acquire	Sorcerer's Attire Coffer
Robe of Divine Death	Instance	Hullbreaker Isle	The Tam-Tara Deepcroft (Hard)
Summoner's Doublet	Acquire	Summoner's Attire Coffer
Allagan Tunic of Casting	Instance	The Binding Coil of Bahamut - Turn 2
Darklight Cuirass	Instance	The Lost City of Amdapor	Brayflox's Longstop (Hard)
Heavy Darklight Armor	Instance	Halatali (Hard)
Darklight Corselet of Striking	Instance	Halatali (Hard)
Cashmere Robe of Healing	Acquire	Astrologian's Attire Coffer
Saurian Tabard of Aiming	Acquire	Junior Machinist's Armor Coffer
Robe of the Divine Harvest	Instance	The Tam-Tara Deepcroft (Hard)	The Stone Vigil (Hard)
Protector's Cuirass	Instance	The Lost City of Amdapor	Brayflox's Longstop (Hard)
Bard's Shirt	Acquire	Bard's Attire Coffer
Koga Chainmail	Acquire	Koga Garb Coffer
Royal Vest	Instance	The Labyrinth of the Ancients
Hussar's Jackcoat	Instance	Halatali (Hard)
Ballad Corselet	Instance	The Labyrinth of the Ancients
Shirt of the Divine Hero	Instance	The Tam-Tara Deepcroft (Hard)	The Stone Vigil (Hard)
Armor of Light	Instance	The Labyrinth of the Ancients
Aetherial Silver Ear Cuffs	Instance	Haukke Manor
Aetherial Brass Ear Cuffs	Instance	Halatali
Aetherial Sunstone Earrings	Instance	Haukke Manor
Plundered Earrings	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Aetherial Danburite Earrings	Instance	Haukke Manor
Aetherial Lapis Lazuli Earrings	Instance	Haukke Manor
Plundered Ear Cuffs	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Aetherial Fluorite Earrings	Instance	Haukke Manor
Aetherial Malachite Earrings	Instance	Haukke Manor
Aetherial Sphene Earrings	Instance	Haukke Manor
Viking Earrings	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Wrangler's Earrings	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Gordian Earrings of Fending	Instance	Alexander - The Fist of the Father (Savage)
Dravanian Earrings of Aiming	Instance	The Antitower	The Lost City of Amdapor (Hard)
Panegyrist's Earrings	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Plague Doctor's Earrings	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Gordian Earrings of Healing	Instance	Alexander - The Fist of the Father (Savage)
Gordian Earrings of Slaying	Instance	Alexander - The Fist of the Father (Savage)
Berserker's Earrings	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Dravanian Earrings of Healing	Instance	The Antitower	The Lost City of Amdapor (Hard)
Gordian Earrings of Aiming	Instance	Alexander - The Fist of the Father (Savage)
Prophet's Earrings	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Dravanian Earrings of Fending	Instance	The Antitower	The Lost City of Amdapor (Hard)
Earrings of the Defiant Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Earrings of the Daring Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Dravanian Earrings of Casting	Instance	The Antitower	The Lost City of Amdapor (Hard)
Dravanian Earrings of Slaying	Instance	The Antitower	The Lost City of Amdapor (Hard)
Gordian Earrings of Casting	Instance	Alexander - The Fist of the Father (Savage)
Plague Bringer's Earrings	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Earrings of the Lost Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Aetherial Coral Ring	Instance	Halatali
High Allagan Earrings of Fending	Instance	The Second Coil of Bahamut - Turn 2	The Second Coil of Bahamut (Savage) - Turn 2
Picaroon's Earrings of Slaying	Instance	The Keeper of the Lake	Amdapor Keep (Hard)
High Allagan Earrings of Aiming	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Hero's Earrings of Slaying	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
High Allagan Earrings of Healing	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Allagan Earrings of Striking	Instance	The Binding Coil of Bahamut - Turn 2
Bogatyr's Earrings of Healing	Instance	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Allagan Earrings of Fending	Instance	The Binding Coil of Bahamut - Turn 2
Allagan Earrings of Maiming	Instance	The Binding Coil of Bahamut - Turn 1
Bogatyr's Earrings of Casting	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)
Tremor Earrings of Fending	Instance	The Navel (Extreme)
High Allagan Earrings of Slaying	Instance	The Second Coil of Bahamut - Turn 1	The Second Coil of Bahamut (Savage) - Turn 1
Varlet's Earrings	Instance	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Tremor Earrings of Slaying	Instance	The Navel (Extreme)
Bogatyr's Earrings of Aiming	Instance	The Keeper of the Lake	Amdapor Keep (Hard)
High Allagan Earrings of Casting	Instance	The Second Coil of Bahamut - Turn 4	The Second Coil of Bahamut (Savage) - Turn 4
Hero's Earrings of Fending	Instance	Snowcloak	Sastasha (Hard)	The Sunken Temple of Qarn (Hard)
Bogatyr's Slops of Aiming	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)
Koga Hakama	Acquire	Koga Garb Coffer
Cashmere Skirt of Aiming	Acquire	Junior Machinist's Armor Coffer
The Guardian's Breeches of Striking	Instance	Syrcus Tower
Amon's Breeches	Instance	Syrcus Tower
Scylla's Culottes of Casting	Instance	Syrcus Tower
Heavy Allagan Cuisses	Instance	The Binding Coil of Bahamut - Turn 2
Heavy Wolfram Cuisses	Acquire	Dark Knight's Armor Coffer
Picaroon's Trousers of Maiming	Instance	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Summoner's Waistclout	Acquire	Summoner's Attire Coffer
Scylla's Culottes of Healing	Instance	Syrcus Tower
Allagan Breeches of Casting	Instance	The Binding Coil of Bahamut - Turn 4
Bogatyr's Slops of Healing	Instance	The Keeper of the Lake	The Wanderer's Palace (Hard)
Bard's Tights	Acquire	Bard's Attire Coffer
Argute Culottes	Acquire	Argute Attire Coffer
Valor Cuisses	Acquire	Valor Armor Coffer
Wyrm's Breeches	Acquire	Wyrm's Armor Coffer
Allagan Trousers of Striking	Instance	The Binding Coil of Bahamut - Turn 1
Sorcerer's Tonban	Acquire	Sorcerer's Attire Coffer
Allagan Trousers of Maiming	Instance	The Binding Coil of Bahamut - Turn 1
Bogatyr's Slops of Casting	Instance	The Wanderer's Palace (Hard)	Amdapor Keep (Hard)
Picaroon's Trousers of Scouting	Instance	The Keeper of the Lake	Amdapor Keep (Hard)
Melee Gaskins	Acquire	Melee Attire Coffer
Picaroon's Trousers of Striking	Instance	The Keeper of the Lake	Amdapor Keep (Hard)
Warrior's Breeches	Acquire	Warrior's Armor Coffer
Cleric's Culottes	Acquire	Cleric's Attire Coffer
Doctore's Belt of War	Instance	Halatali
Allagan Trousers of Aiming	Instance	The Binding Coil of Bahamut - Turn 5
Edenchoir Cuisses of Fending	Acquire	Edenchoir Leg Gear Coffer
Plundered Plate Belt	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Plundered Rope Belt	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Edenchoir Breeches of Healing	Acquire	Edenchoir Leg Gear Coffer
YoRHa Type-53 Breeches of Fending	Instance	The Puppets' Bunker
Edenchoir Cuisses of Maiming	Acquire	Edenchoir Leg Gear Coffer
YoRHa Type-53 Breeches of Maiming	Instance	The Puppets' Bunker
Edenchoir Trousers of Striking	Acquire	Edenchoir Leg Gear Coffer
Edenchoir Breeches of Casting	Acquire	Edenchoir Leg Gear Coffer
Edenchoir Trousers of Aiming	Acquire	Edenchoir Leg Gear Coffer
Doctore's Belt of Magic	Instance	Halatali
Edenchoir Breeches of Scouting	Acquire	Edenchoir Leg Gear Coffer
Plundered Leather Belt	Instance	Sastasha	The Tam-Tara Deepcroft	Copperbell Mines
Doctore's Belt of Resilience	Instance	Halatali
Shisui Kohakama of Casting	Instance	Shisui of the Violet Tides
Ghost Barque Bottoms of Scouting	Instance	The Sirensong Sea
Alexandrian Breeches of Fending	Instance	Alexander - The Heart of the Creator (Savage)
Alexandrian Gaskins of Aiming	Instance	Alexander - The Heart of the Creator (Savage)
Ghost Barque Culottes of Maiming	Instance	The Sirensong Sea
Alexandrian Breeches of Maiming	Instance	Alexander - The Heart of the Creator (Savage)
Ghost Barque Bottoms of Casting	Instance	The Sirensong Sea
Alexandrian Bottoms of Healing	Instance	Alexander - The Heart of the Creator (Savage)
Ghost Barque Brais of Healing	Instance	The Sirensong Sea
Shisui Kohakama of Maiming	Instance	Shisui of the Violet Tides
Ghost Barque Gaskins of Aiming	Instance	The Sirensong Sea
Alexandrian Bottoms of Casting	Instance	Alexander - The Heart of the Creator (Savage)
Diabolic Bottoms of Maiming	Instance	Dun Scaith
Shisui Kohakama of Healing	Instance	Shisui of the Violet Tides
Shisui Kohakama of Scouting	Instance	Shisui of the Violet Tides
Shisui Kohakama of Fending	Instance	Shisui of the Violet Tides
Alexandrian Gaskins of Scouting	Instance	Alexander - The Heart of the Creator (Savage)
Ghost Barque Trousers of Fending	Instance	The Sirensong Sea
Alexandrian Breeches of Striking	Instance	Alexander - The Heart of the Creator (Savage)
Ghost Barque Skirt of Striking	Instance	The Sirensong Sea
Shisui Kohakama of Striking	Instance	Shisui of the Violet Tides
Shisui Kohakama of Aiming	Instance	Shisui of the Violet Tides
Diabolic Bottoms of Fending	Instance	Dun Scaith
Trousers of the Lost Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Trousers of the Ghost Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Trousers of the Red Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Plague Bringer's Trousers	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Trousers of the Daring Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Trousers of the Defiant Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Plague Doctor's Trousers	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
